time,secondary_infections
1.0998083950617283,13
2.008515160493827,17
3.0109104197530865,20
4.00898725925926,24
5.004110222222222,28
6.002551703703704,33
6.998121481481482,34
8.005145679012346,40
9.010189037037037,48
10.018795456790123,51
11.025378765432098,59
12.031277432098765,61
13.029798320987654,71
14.037962666666667,83
15.038401975308641,89
16.04503150617284,94
17.043130469135804,98
18.047619950617285,103
19.043253333333332,106
20.03928849382716,110
21.042394074074075,113
22.05741313580247,119
23.05705560493827,124
24.05750874074074,125
25.05918735802469,128
26.061727209876544,132
27.05704572839506,137
28.05787061728395,138
29.06482449382716,140
30.07758814814815,140
31.081364543209876,141
32.076672,141
33.0772772345679,141
34.07357511111111,141
