time,secondary_infections
1.1195599012345678,16
2.027036049382716,19
3.046538271604938,24
4.033150024691358,26
5.034694320987654,31
6.027491950617284,34
7.034184296296297,39
8.033640296296296,43
9.031900444444444,46
10.02674212345679,51
11.023939555555556,57
12.024483950617284,60
13.026066567901234,64
14.02282311111111,70
15.029988740740741,73
16.02420701234568,77
17.020850567901235,78
18.019329185185185,83
19.029867456790125,85
20.033270518518517,86
21.032572839506173,91
22.03008711111111,92
23.03865362962963,97
24.047432296296297,105
25.04238972839506,108
26.04087664197531,115
27.043204345679012,118
28.04719762962963,120
29.042809283950618,122
30.03928335802469,122
31.04389886419753,129
32.05267081481482,132
33.05450508641975,136
34.089449086419755,139
35.057003061728395,140
36.05727525925926,143
37.05464414814815,152
38.054726320987655,152
39.05153027160494,153
40.048375703703705,159
41.05037827160494,162
42.054473086419755,164
43.05856750617284,168
44.07127506172839,170
45.07230498765432,173
46.08886597530864,173
47.08490785185185,176
48.10457481481482,177
49.118395654320985,178
50.1209572345679,179
51.15089185185185,180
52.16958538271605,180
53.17047901234568,180
54.19061609876543,180
55.213802666666666,181
56.23047308641976,181
57.26320197530864,181
