time,secondary_infections
1.6999763284452378,0
2.6948298788161322,22
3.7019017558013427,24
4.715441643578849,34
5.710861016572504,43
6.720092620996669,50
7.724930193068099,57
8.731423566240498,64
9.737723400298067,83
10.735369529878092,97
11.748047700598311,112
12.754921207539148,129
13.751646743108076,145
14.750110507513304,160
15.752879837874005,177
16.761118988210118,196
17.75851541911937,217
18.755751523554405,236
19.758203220297634,253
20.767108736977626,268
21.763894659165842,281
22.770006690837416,291
23.779651641670633,301
24.781196935258297,324
25.79116163324066,342
26.78723499332124,359
27.782098205551222,368
28.783587339582947,384
29.782056236850813,405
30.789606073927715,423
31.80067765864169,440
32.804434008294706,455
33.81617799801449,466
34.81668011275389,478
35.81457745067017,500
36.81468282532084,505
37.81368463450395,515
38.816261633482206,526
39.814193693704574,534
40.816293638390434,546
41.815679204539144,555
42.814495928734125,561
43.81412575875787,570
44.81646332479064,579
45.81470909350023,594
46.81440836813616,607
47.81700287923401,618
48.81487938376663,625
49.81426736538011,637
50.81432080753818,655
51.815979627970115,672
52.81606024410687,688
53.81979908164029,700
54.82951408095189,713
55.832054546025475,726
56.83002706528276,741
57.82907929729299,752
58.83209409926111,766
59.82827313592545,777
60.83057205452187,785
61.827586540064104,792
62.82733472786166,801
63.83224597160863,810
64.83212429257075,827
65.83164844601075,842
66.83052042396238,850
67.83040568938573,856
68.83143377157916,864
69.83284802620297,866
70.83317018881688,871
71.83224627354173,880
72.8362109570313,881
73.83326680740775,885
74.83266505474651,890
75.8361082997785,897
76.83557901106042,900
77.83423450298189,908
78.83054155927913,913
79.83184983538608,920
80.83385738854442,924
81.85068200647828,928
82.84982934741389,935
83.8491801912565,938
84.84779250674518,948
85.85172427952725,956
86.84824993538632,962
87.84847940453963,970
88.84965181075317,983
89.84972910562585,992
90.84760802562324,1002
91.84730397899511,1009
92.84722215512598,1015
93.84755639506376,1017
94.84729461906913,1025
95.84742354450131,1026
96.84731967951613,1029
97.84748181758893,1032
98.84711617660912,1034
99.84711285534506,1036
100.84795373901869,1038
101.84870343889719,1038
102.84798332846215,1038
103.84848091420511,1040
104.84739002992761,1044
105.84994619552221,1044
106.84905821028553,1046
107.84804039381737,1046
108.84860047971131,1050
109.84806666199677,1052
110.84857149413405,1053
111.84811557515839,1054
112.84915271534473,1054
113.84738278353329,1055
114.84376230377369,1056
115.85519288693934,1056
116.864663924309,1057
117.86636894050469,1059
118.86617842072083,1060
119.8651325244747,1060
120.8646038396228,1060
121.8663414645929,1060
