time,secondary_infections
1.1506631111111112,15
2.0074607407407408,24
3.0051788641975308,35
4.008288790123457,40
5.01575624691358,46
6.025474370370371,56
7.022584493827161,74
8.032501728395061,90
9.039614419753086,111
10.050901333333334,124
11.049680592592592,144
12.067309037037036,159
13.064261530864197,184
14.063266765432099,210
15.063604543209877,229
16.066149925925927,252
17.096146962962962,274
18.11289797530864,295
19.11587713580247,317
20.14676464197531,346
21.179072790123456,374
22.195429530864196,403
23.196283654320986,438
24.21578113580247,465
25.225861135802468,491
26.22663822222222,535
27.243147061728394,564
28.279181827160492,606
29.29066785185185,644
30.29603160493827,695
31.313140938271605,740
32.32926538271605,785
33.335380938271605,828
34.367868049382714,873
35.363547259259256,924
36.39646222222222,964
37.41581866666667,1016
38.41294419753086,1054
39.42905086419753,1092
40.4416612345679,1132
41.46191486419753,1157
42.49646696296296,1191
43.491413333333334,1222
44.51301688888889,1256
45.53134498765432,1298
46.54208790123457,1323
47.560334222222224,1352
48.55951802469136,1386
49.56711190123457,1429
50.5695569382716,1468
51.56803792592593,1515
52.582068148148146,1562
53.57844661728395,1593
54.58158656790123,1621
55.60421649382716,1668
56.60006439506173,1689
57.61712711111111,1724
58.61505975308642,1754
59.61376395061728,1795
60.63587990123457,1841
61.65016256790123,1878
62.66692345679012,1917
63.69105896296296,1957
64.6935442962963,2013
65.70117293827161,2055
66.71209797530864,2098
67.73499851851852,2144
68.74858943209877,2194
69.7499089382716,2238
70.78386291358025,2287
71.78166992592593,2333
72.80821570370371,2392
73.8062008888889,2432
74.8189147654321,2495
75.84106311111111,2550
76.83686281481482,2618
77.85685609876543,2699
78.88681520987654,2753
79.90957550617284,2817
80.91268898765432,2881
81.91601224691358,2947
82.94806795061729,3011
83.99658508641976,3077
84.99783348148148,3128
86.03140148148148,3203
87.0734704197531,3268
88.10457481481481,3332
89.15919644444445,3414
90.17531259259259,3495
91.17175269135802,3579
92.17930311111111,3661
93.22528197530865,3735
94.23702044444444,3811
95.25834824691358,3874
96.31057264197531,3950
97.35762133333333,4026
98.41630301234568,4093
99.42217955555556,4178
100.41844938271605,4268
101.43031427160494,4340
102.45591861728396,4410
103.48510656790124,4494
104.50235891358025,4573
105.55362330864197,4653
106.5775332345679,4732
107.6070301234568,4804
108.61096138271606,4886
109.63021234567901,4957
110.6421594074074,5036
111.70303841975309,5115
112.76532266666666,5217
113.78083437037037,5290
114.80157827160494,5379
115.81112730864197,5490
116.8874670617284,5583
117.91122962962963,5672
118.92250113580246,5799
119.91868365432099,5890
120.9538714074074,5994
122.06325056790124,6115
123.09839407407408,6239
124.19279091358025,6373
125.27714725925927,6489
126.3592805925926,6606
127.41087881481481,6716
128.49867180246915,6827
129.57293432098766,6945
130.6154852345679,7071
131.62601639506173,7183
132.73401086419753,7320
133.77134577777778,7439
134.85783545679013,7563
135.9712695308642,7681
137.10783762962964,7828
138.1075982222222,7937
139.2256055308642,8049
140.28937560493827,8173
141.3601726419753,8312
142.5180839506173,8453
143.60881738271604,8592
144.71644286419752,8745
145.85760316049382,8887
146.8827018271605,9009
147.9776529382716,9160
148.9858074074074,9307
150.0666224197531,9479
151.2378295308642,9642
152.33091358024691,9810
153.34810113580247,9977
154.4972452345679,10147
155.6580689382716,10312
156.8576248888889,10491
157.99662972839505,10632
159.05336414814815,10783
160.11302083950616,10979
161.11315832098765,11108
162.28370172839507,11255
163.38682429629628,11450
164.4530002962963,11601
165.51672967901234,11782
166.62502597530863,11956
167.87853274074075,12145
168.91982498765432,12302
170.17282133333333,12453
171.3743960493827,12625
172.63170844444446,12811
174.03892977777778,12972
175.34663150617283,13129
176.63436562962963,13317
177.68460562962963,13482
178.9256209382716,13665
180.11521066666666,13835
181.17039486419753,14004
182.26588167901235,14185
183.41740681481483,14382
184.509883654321,14587
185.609307654321,14783
186.9082615308642,14957
188.11897837037037,15171
189.5552944197531,15398
190.82715851851853,15608
191.883752691358,15792
193.47811397530864,16037
194.83286083950617,16246
196.06476365432098,16437
197.20120019753085,16640
198.3179867654321,16843
199.4169224691358,17083
200.70167308641976,17313
201.79832296296297,17523
202.94870637037036,17754
204.10067120987654,17976
205.3273544691358,18186
206.85120197530864,18407
208.1271012345679,18636
209.50992869135803,18898
210.74534992592592,19088
212.41817481481482,19297
213.73629116049383,19511
215.02682113580246,19724
216.26755437037036,19938
217.68734103703704,20157
219.00143762962963,20394
220.4379701728395,20586
221.78501175308642,20824
223.2342289382716,21072
224.34511802469135,21221
225.82727703703705,21506
227.6693368888889,21829
228.70269037037036,22008
230.23603437037036,22297
231.96932543209877,22620
233.60340701234568,22919
234.60404938271606,23088
236.44297481481482,23413
238.16636602469137,23695
239.30851239506174,23884
240.38501728395062,24127
242.13301254320987,24510
243.15035259259258,24683
244.45264474074074,24908
245.46661254320986,25162
246.5761809382716,25409
247.782976,25668
249.0372468148148,25920
250.39802153086418,26194
251.40311861728395,26464
252.7402820740741,26745
254.2558818765432,27026
255.50217797530865,27299
257.08621195061727,27605
258.28792019753087,27926
259.5563448888889,28199
261.02091772839503,28483
262.3194544197531,28791
263.75010251851853,29098
265.40341214814816,29390
266.8215652345679,29702
268.2537821234568,29988
269.90167822222224,30300
271.531492345679,30642
273.32466330864196,30979
275.22062498765433,31355
276.83714172839507,31667
278.48516108641974,31994
280.34360849382716,32333
281.99945797530864,32694
283.6123480493827,33041
285.78934874074076,33375
287.8860120493827,33714
289.5944359506173,34052
291.50620760493825,34416
293.1928051358025,34794
295.1749574320988,35148
297.0543683950617,35473
298.7686656790124,35842
300.58590656790125,36219
