time,secondary_infections
1.6232388242483677,0
2.6283722907543257,22
3.6308387822192807,29
4.632464088077508,34
5.640642851794328,42
6.642072806939147,60
7.646850294324382,77
8.659495856270183,101
9.665722018652218,134
10.67648955673806,158
11.686623035321341,174
12.693955178635697,204
13.700103744211942,227
14.699783091263505,252
15.700432549353984,280
16.701098009898576,309
17.70203973922642,348
18.699382124111413,378
19.694483561554495,408
20.703194331387273,441
21.713327206104363,468
22.710148454464864,498
23.710974845349867,516
24.718973355008103,530
25.71666266102092,547
26.71661072852833,565
27.716769545337065,582
28.71947214848345,603
29.719871605970063,636
30.72932543315322,658
31.73321886043203,683
32.73360925992575,700
33.73188522194498,720
34.733444404455085,750
35.73334265300158,774
36.73333691627275,793
37.73327924705132,816
38.733156360281065,837
39.733198630914565,853
40.733158473812736,878
41.73452562687349,892
42.74059750144324,911
43.738581796091296,929
44.745596909654374,944
45.743524138947194,958
46.747687192481145,980
47.749821557539995,1011
48.749872282300196,1030
49.75152868726736,1039
50.74980585701898,1069
51.75001237925696,1092
52.74988315189167,1114
53.750128019632896,1130
54.75339070867321,1150
55.766583071456694,1164
56.76912414039647,1188
57.77755924531219,1209
58.78495147331274,1229
59.78342882470731,1244
60.781162212952204,1265
61.77977241490922,1290
62.78324524938466,1310
63.78612629499105,1331
64.8008721035558,1340
65.79632710465484,1358
66.79989202872471,1375
67.79701098311831,1394
68.79940138744297,1405
69.80006775378685,1422
70.80325707308472,1437
71.80081111307032,1453
72.79696599508695,1463
73.79684341024978,1482
74.79391616887963,1499
75.79238597194679,1509
76.78805111848096,1524
77.78335938009512,1539
78.7871018408257,1548
79.783283896821,1558
80.7833092592011,1568
81.78935365785908,1577
82.80005899772705,1583
83.80009673936411,1592
84.80016920330725,1595
85.8000034420373,1606
86.79669606689872,1617
87.79675313225394,1636
88.79784099720048,1647
89.80016135304675,1658
90.7990140072802,1663
91.79983677496806,1669
92.79559642656142,1673
93.79295783323148,1680
94.79105746632239,1688
95.78801760390725,1696
96.78509579733284,1703
97.78410998577291,1713
98.78122048603983,1717
99.77933672545103,1727
100.7808128763596,1736
101.7863430829543,1737
102.7999611714038,1742
103.79545904700252,1749
104.80018429996208,1758
105.80082017106322,1763
106.79976280135942,1771
107.79658495551922,1778
108.79170179155022,1785
109.79998442025223,1799
110.80437784873877,1806
111.8088908427315,1813
112.81665203297592,1821
113.81231868917558,1834
114.80994307957266,1843
115.80896451440704,1852
116.81590686209387,1866
117.82010222246913,1872
118.81609013548342,1879
119.8166789050215,1887
120.812222976384,1892
121.8092749016302,1901
122.81790867852338,1910
123.8193981144882,1927
124.81629816738688,1941
125.81251856888544,1950
126.81137756371392,1963
127.81073565395086,1975
128.81169610313069,1992
129.8147127166974,2006
130.80975557911975,2013
131.8106722480006,2022
132.81109676593422,2035
133.81056687334993,2054
134.80591227273496,2066
135.81744853248438,2091
136.81680390532344,2110
137.81387998521737,2122
138.81842196478735,2138
139.8233075442211,2152
140.82626165763685,2160
141.82526467455236,2176
142.82928853692883,2191
143.8286445136341,2201
144.83350593842013,2215
145.83853040707828,2226
146.85014728296446,2235
147.84559896279941,2243
148.84761104495422,2254
149.8501780801403,2264
150.85574391484036,2284
151.85306425860932,2297
152.85389940555413,2310
153.85674844625228,2315
154.85992417856082,2324
155.86387467119485,2334
156.8647394075831,2338
157.8667680960582,2344
158.86298819562367,2350
159.86713434090422,2357
160.87416757045307,2368
161.87483182326528,2381
162.8722732422059,2399
163.8762539281496,2410
164.88147918231687,2425
165.88047102770778,2441
166.88351149398912,2449
167.88357097480912,2464
168.88352689257704,2469
169.87933213606797,2480
170.88064675276993,2498
171.8830875799217,2513
172.883795914966,2522
173.88084904794457,2536
174.8838801542999,2558
175.88354983949236,2577
176.88198371252105,2593
177.88506675136895,2602
178.88603776820716,2613
179.88555316558737,2629
180.8831380027488,2642
181.8832125802236,2654
182.87908877799222,2667
183.87924578320238,2680
184.8792593701917,2698
185.88251058577436,2719
186.8837587771951,2729
187.88373673607907,2741
188.88799761593626,2753
189.8836407213544,2760
190.88732279546568,2768
191.883692653847,2775
192.87976027719873,2781
193.87476358638548,2785
194.88352749644324,2788
195.88349851086596,2794
196.8789356979123,2795
197.88372345102283,2801
198.88224911171284,2807
199.88342574498972,2812
200.88364736388252,2819
201.8818245937792,2820
202.88345140930292,2822
203.88682219039177,2823
204.89879685699725,2823
205.90025036292357,2823
206.9042026671562,2823
207.91688717847146,2823
208.91680686426778,2823
209.91692310850993,2823
