time,healthies,parazites,mean_vir,mean_trans,mean_recov
0.534795,95,10,0.1749031775242963,0.2503087339812825,0.559279764658887
1.42046,103,7,0.04709074056373498,0.04878609148176755,0.6420583370807585
2.410026,109,8,0.05673712089679366,0.057203228027090006,0.5634495339021567
3.411394,106,7,0.05429540967966661,0.05483354167614687,0.5770805335651189
4.414289,107,9,0.05863622962122582,0.059046317411156894,0.5528476452754084
0.498522,95,10,0.1749031775242963,0.2503087339812825,0.559279764658887
0.564332,95,10,0.1749031775242963,0.2503087339812825,0.559279764658887
0.421522,0,0,0,0,0
0.524398,95,10,0.1749031775242963,0.2503087339812825,0.559279764658887
1.409938,99,8,0.1463322894618399,0.19850025204818797,0.6243357190277152
2.336881,103,7,0.04709074056373498,0.04878609148176755,0.6420583370807585
3.319031,105,8,0.047512326595731263,0.04885890313139449,0.6299454668694792
4.320057,99,10,0.0511550679042556,0.052135034914110624,0.6052751646607777
5.311896,106,12,0.04909265550708239,0.04963875589114695,0.6016821030431605
6.311552,110,15,0.05380939792748573,0.05354706113121341,0.5549122599300612
7.310433,111,17,0.06145903851240068,0.060861501292857785,0.5088622746238869
8.310571,110,19,0.05907183377648653,0.058366328606907346,0.5167416978166436
9.305431,106,22,0.061084188181967876,0.060469697317377974,0.5100995394227497
10.291882,104,21,0.06270258960859837,0.0621612954337353,0.5047576977514697
11.280987,98,20,0.06097798058834525,0.06035868619099203,0.5104500977824273
12.277632,93,24,0.062146264118194135,0.06157980858123747,0.5065939558259721
13.279594,95,30,0.062146264118194135,0.06157980858123747,0.5065939558259721
14.279154,86,31,0.06478432370172389,0.06433718172050137,0.49788653850494463
15.272462,80,35,0.061812468823951604,0.06123091646973878,0.5076957106706738
16.249868,84,36,0.06084817130725094,0.06022300592540922,0.5108785579998112
17.240293,86,38,0.06030160591316959,0.05965172059663942,0.512682601020375
18.234893,78,44,0.06055315021385476,0.059914641685448244,0.5118523312211379
19.230752,80,39,0.06184670423874572,0.06126670027604634,0.507582710173781
20.231577,80,41,0.059581739296574635,0.05889929601728407,0.5150586576816051
21.174276,84,34,0.060084587300813744,0.05942488671609844,0.5133989122197166
22.000093,78,36,0.059550078496307716,0.05886620326958092,0.5151631601736502
22.830906,80,37,0.05930449336991306,0.05860951087523503,0.515973760584917
23.729936,83,35,0.06047728764698143,0.059835348023743976,0.5121027300494794
24.722745,85,41,0.06186131691579198,0.061281973851909324,0.5075344782543758
25.710942,85,45,0.06136740843162824,0.06076572698774052,0.5091647171302754
26.700975,84,43,0.061331182585741446,0.060727862727577867,0.5092842874234988
27.690942,69,56,0.06047728764698147,0.05983534802374401,0.5121027300494793
28.692493,75,58,0.060937694949384974,0.06031657852236291,0.5105830681947187
29.697702,68,62,0.06101566715382428,0.0603980772358387,0.5103257061064125
30.687791,67,66,0.06250028943026961,0.061949845669190685,0.5054254279603795
31.68522,72,63,0.06158993862778995,0.06099832172873968,0.5084302139004744
32.683131,79,55,0.06533249192687297,0.064910142372816,0.49607720503564
33.672346,82,66,0.06497846661479754,0.06454010528486286,0.49724573290123225
34.664829,70,85,0.0655823921471615,0.06517134502313592,0.4952523618363978
35.654183,75,88,0.06533249192687297,0.06491014237281603,0.4960772050356395
36.667173,76,87,0.06577197162462178,0.06536949875786134,0.49462661871973157
37.666114,85,97,0.06708436975982349,0.06674125373588326,0.4902947991028107
38.670329,85,103,0.06725041546219417,0.06691480931531961,0.48974673368611893
39.671987,77,105,0.06737572372799398,0.06704578499471718,0.4893331299256486
40.673856,80,104,0.06641499240033434,0.0660416019302113,0.49250420636969305
41.676198,84,109,0.06654072510202945,0.06617302124179383,0.4920892016778375
42.691477,83,125,0.06803441310863258,0.06773426542807462,0.4871590003654374
43.710572,90,125,0.07046444285071823,0.07027419999978517,0.47913822509601084
44.718825,90,142,0.07070270687201693,0.07052324017176763,0.478351789384328
45.742894,89,144,0.07188196020026814,0.07175582849994966,0.4744594395221784
46.732376,91,136,0.07159561619785422,0.07145653379645812,0.47540457235464295
47.73884,84,135,0.07157907187771476,0.07143924121358973,0.4754591800294077
48.755569,98,124,0.07213320397012817,0.07201843546559382,0.4736301616820808
49.777356,106,127,0.07198928283424379,0.07186800509747876,0.4741052007597746
50.78164,99,128,0.07090839059206078,0.07073822650807844,0.47767289115255784
51.804596,93,130,0.07149253235698522,0.07134878770320117,0.4757448201743303
52.80934,107,121,0.07093252868152049,0.07076345630952979,0.4775932187980858
53.804921,118,114,0.07136955514331692,0.07122024850422796,0.4761507298539574
54.798025,122,109,0.07211418781323509,0.07199855925030425,0.47369292812410674
55.813666,126,114,0.07177947918887792,0.07164871250080532,0.47479769758853446
