time,healthies,parazites,mean_vir,mean_trans,mean_recov
0.556776,95,10,0.17046070748640121,0.24846348082828565,0.5596872280834106
1.461813,97,8,0.1936059492788903,0.2835916809423052,0.5223617283638695
2.453553,103,14,0.32048649230334547,0.4581002089509302,0.41689493924805066
3.440842,101,13,0.2758781807633264,0.4067993116459948,0.46160129598304805
4.426904,89,13,0.2854500464383797,0.42335689055308123,0.4427772837089687
5.394523,84,13,0.3771801419361193,0.5334530634011069,0.3693653576143473
6.283878,84,17,0.30407538507606313,0.416589940821413,0.49007369706544224
7.237101,88,14,0.3686438157390062,0.5259018378453553,0.3879533010284539
8.174868,82,17,0.3391683264431177,0.46693552751566303,0.39852415335036
9.09858,84,22,0.3908784696584902,0.5343845829337268,0.3382301516437309
10.09045,79,22,0.39099941138585237,0.5021782931953198,0.34024383248161383
11.052922,78,28,0.386892867628681,0.4911625633097715,0.3397074580949413
12.035818,77,33,0.3619545251255211,0.46141227430882936,0.34404969345242536
13.028833,74,43,0.4089614789704595,0.50622940839924,0.33043491767153316
14.017516,67,41,0.3121002965179185,0.374439533370206,0.3940380704156248
15.003084,62,42,0.3593141934907965,0.43964276276140535,0.3732618156195287
16.001245,55,49,0.41527612488549714,0.5056739744719273,0.3641806090228504
16.976137,52,50,0.43539932005169335,0.5376923947944159,0.34300593154335457
17.933625,44,55,0.4435890970754023,0.5423626996000995,0.35032548379152095
18.873769,49,48,0.4797062204455072,0.5864401562865125,0.312533491562465
19.814867,47,43,0.5103005196537999,0.6397998637625317,0.3066730773641066
20.680478,46,43,0.5958285235718352,0.7249234624489684,0.28131926296475207
21.587567,37,40,0.5623465923423355,0.6890386877736125,0.2934092222837278
22.435999,40,37,0.5187705705153338,0.6290910446203632,0.31401472174692024
23.245128,42,33,0.45760773875433897,0.5607168234511484,0.3484749735675667
23.982636,45,31,0.4016569333455609,0.4826701539301405,0.3925387833766141
24.771545,46,31,0.37433280317207784,0.4525619956907165,0.39174417963040614
25.564542,45,27,0.3532742334333217,0.4300749590708974,0.39658198272167705
26.314426,43,30,0.38883873132892666,0.4949985478640107,0.34727435005806834
27.095525,41,27,0.4521093379201615,0.5563010923756361,0.32641642243298924
27.828067,39,25,0.4328389814614424,0.5546099771298273,0.3211512066483542
28.309621,36,20,0.36114682702829565,0.4706414146887936,0.3425481749856718
28.763303,36,16,0.37394941299842777,0.4829354882216172,0.37970721260190765
29.214726,34,18,0.4732124308119013,0.5806189448567177,0.352459840238206
29.666042,35,17,0.48323895814011264,0.5685199771357624,0.42729309787010417
30.109254,40,15,0.4010569711473803,0.47071062808530273,0.4326427736484136
30.568584,39,12,0.3556930425070144,0.42591565294921874,0.4229697697303398
31.021842,36,12,0.33101078530031525,0.4176320125545549,0.42495219618826724
31.468416,41,11,0.22285157532810046,0.2684926917343691,0.5216686084151134
31.928118,41,11,0.22190845875595083,0.26449404352276124,0.49388779932096666
32.371244,40,14,0.19574724114221334,0.21428654302487232,0.5015065379345044
32.839079,43,17,0.2825874037253375,0.31015088255433176,0.44631863764242474
33.327582,35,16,0.3310913924454247,0.37288082007056156,0.41071803495720666
33.768176,34,16,0.40206440102047636,0.4448678727466736,0.3949478801921379
34.220649,39,16,0.3538184252161855,0.3805406393163515,0.43798443938419784
34.685925,33,17,0.4963501043342332,0.5372331073914791,0.3345913516623488
35.131815,36,13,0.5210794992226107,0.5855616181580535,0.3048144016869022
35.581613,35,11,0.5047627646808018,0.5892516400642154,0.30229248303628203
36.025136,39,7,0.5267887191187258,0.6329678733408226,0.2695347572384169
36.604042,39,4,0.6768855542645157,0.7713297803196035,0.24351917583479935
37.156464,41,2,0.7996073228167375,0.9442085599026471,0.21346121601864237
37.71923,41,1,0.6441429001861096,0.9085642035352349,0.22459737358822596
38.151662,36,2,0.6441429001861096,0.9085642035352349,0.22459737358822596
38.571342,36,1,0.6441429001861096,0.9085642035352349,0.22459737358822596
39.004518,38,2,0.5962106901124951,0.8790802978815064,0.2298244348860206
39.429657,37,3,0.5802332867546235,0.8692523293302635,0.23156678865195215
39.904985,39,2,0.5962106901124951,0.8790802978815064,0.2298244348860206
40.328251,38,2,0.5962106901124951,0.8790802978815064,0.2298244348860206
40.829065,39,3,0.5802332867546235,0.8692523293302635,0.23156678865195215
41.281066,40,3,0.5482784800388804,0.8495963922277779,0.23505149618381527
41.708006,40,2,0.5482784800388804,0.8495963922277779,0.23505149618381527
42.135926,49,1,0.5482784800388804,0.8495963922277779,0.23505149618381527
42.597656,48,0,0,0,0
