time,healthies,parazites,mean_vir,mean_trans,mean_recov
0.56029,95,10,0.17046070748640121,0.24846348082828565,0.5596872280834106
1.460765,99,8,0.12905052507643247,0.19266543006911058,0.556190140183513
2.444535,111,8,0.12905052507643247,0.19266543006911058,0.556190140183513
3.446128,108,9,0.12639185953778778,0.18973977296729144,0.5914197163804887
4.436143,105,10,0.14476199641435933,0.21950559748797466,0.5627823401733061
5.425879,101,11,0.15927344989936573,0.23713651775142522,0.5202159049408798
6.412854,103,12,0.15508394994311311,0.22566910528329967,0.4786434054281481
7.425543,105,13,0.16245002269813866,0.2338158492895739,0.4566989551737705
8.400108,101,16,0.1679792632657276,0.23552139157756477,0.4039523489296498
9.393731,96,21,0.16695333073963106,0.23388792096524402,0.38430894252811737
10.392276,95,16,0.16534884452059678,0.23631935531596618,0.39809139853248326
11.384684,94,20,0.1530331027744101,0.21290040052661402,0.40473535927306126
12.377079,96,25,0.1721791361853634,0.25290137235454635,0.40490398331124566
13.363862,84,29,0.16391943078715815,0.23662124927418293,0.4077039354044417
14.35918,76,31,0.20700836001023917,0.30773461629190996,0.3865777168169048
15.357022,77,36,0.25908826631433957,0.3912888261005872,0.34228731416336206
16.358213,89,35,0.27567146233932543,0.4134279744761825,0.34631147033943116
17.354498,83,40,0.2963193553472127,0.4484329487100176,0.32467413919510824
18.359438,73,46,0.29724964185577074,0.4416629160197044,0.3418679404223761
19.351965,67,55,0.27870375896481214,0.41030049794751483,0.3657020722765832
20.352783,58,66,0.3364503487416743,0.4843887960656472,0.3300840515655947
21.347219,52,68,0.36227191132487924,0.528347214712896,0.3201096783769205
22.341073,50,73,0.35434270920504485,0.5222367051883345,0.3185558026575536
23.337366,45,75,0.324600949102205,0.48223785797251767,0.3284406475119412
24.326446,46,71,0.31240209225585325,0.4727375493691648,0.33985446912322537
25.325954,41,72,0.34690390533699117,0.5304475182922131,0.3019908982276437
26.324079,39,77,0.3572577506409341,0.5524204575019246,0.2957813177516037
27.321192,38,74,0.3651905570723936,0.5763879182553341,0.2887340457832176
28.314469,34,73,0.3790561923082531,0.6065231441925093,0.2802532502664104
29.306625,37,69,0.40011773331186556,0.6291412412419879,0.27627054480009416
30.298992,33,59,0.4429296323904771,0.6982136215293454,0.255776089161667
31.221214,31,59,0.4603612585182758,0.7209692147766095,0.2525944587381807
32.105337,31,56,0.44499890044318485,0.6805063416613905,0.26072491070323495
32.974879,28,53,0.4790960466023937,0.7226450907985755,0.2520118953532022
33.807295,26,56,0.5340877887558323,0.7674741521149026,0.24489481537316116
34.69682,34,48,0.5368518566019675,0.7718351696145537,0.24442760711062936
35.550862,36,39,0.5580140249815082,0.7789484479892201,0.24363364456944758
36.345681,38,32,0.6140505408861199,0.8163076979543343,0.23810196861163666
37.081605,39,34,0.6185375883731656,0.8370552176957171,0.23411582929113314
37.856159,35,32,0.6048405562924188,0.8222265911114015,0.2366622747411183
38.662982,34,30,0.5571268162589942,0.7588080804262354,0.2469288215312507
39.128189,34,32,0.5339345885414297,0.7468700548802442,0.24899328181063457
39.775776,43,25,0.5097218681962614,0.7082981226055413,0.25474360647414934
40.227163,41,28,0.5395094146955034,0.7502735779728741,0.24828451799553367
40.900916,45,27,0.5496538701517408,0.755256410430632,0.24693979829378584
41.598214,47,25,0.5636672602352804,0.7649419513944652,0.24472677734027803
42.282146,40,32,0.5918422660877536,0.8072827849313846,0.23839552611635245
42.986471,44,33,0.5910198043300542,0.8103587164478777,0.23844154477645962
43.737461,48,28,0.6027990218418501,0.8029863145381663,0.2393362085606542
44.543133,48,27,0.6106322947843462,0.8261291887068697,0.23645055486878805
45.352527,44,24,0.6252435604626719,0.8299538272629259,0.23565284020513966
46.087277,44,24,0.6215849196841466,0.830331765313766,0.2356760375370092
46.812173,46,22,0.634141069254861,0.8493230914204866,0.2316507638417922
47.549218,42,22,0.6141578789577081,0.8108292342513314,0.2373727896292354
48.273128,46,24,0.5720602466678752,0.796887648608377,0.240172284140558
49.067524,40,30,0.6037732611904091,0.8245279333811762,0.23531727067807964
49.870268,38,29,0.6229827812016788,0.8384651845939205,0.23302639231751074
50.644332,36,30,0.6536936084026154,0.8640216199324386,0.22862220279291315
51.397229,30,37,0.6607181144653719,0.8836851234552288,0.2260245097945214
51.911191,34,36,0.7004557650239591,0.906866517080124,0.22177763272647064
52.702202,39,30,0.7524644028734008,0.9315540205006095,0.21675502982993183
53.471629,37,34,0.7276963230116028,0.9159199156444578,0.21948168258251188
54.258703,32,33,0.7201758526769241,0.9100879940724115,0.22042018047715015
55.005229,26,29,0.7370250920487227,0.9152168148009753,0.21908480867943858
55.45553,27,24,0.7135668941320051,0.9044015132135125,0.22129097411453538
55.914228,36,20,0.7220450699577424,0.9096464944289945,0.22035444504019788
56.369034,36,24,0.7590271735451658,0.933480162425056,0.21625714392660625
56.829246,39,14,0.78916716684535,0.9437283616449509,0.2137796773361458
57.271864,44,10,0.8239049776906662,0.9602841543777195,0.210483886011097
