time,healthies,parazites,mean_vir,mean_trans,mean_recov
0.548454,95,10,0.1749031775242963,0.2503087339812825,0.559279764658887
1.461163,104,6,0.12340203741310209,0.18189654481431863,0.5890294944816651
2.453818,108,3,0.02940322183789533,0.03416763765829948,0.8226775120871404
3.4516,105,1,0.00719028304850147,0.014355940245603235,1.0
4.453131,115,1,0.00719028304850147,0.014355940245603235,1.0
5.455005,116,1,0.00719028304850147,0.014355940245603235,1.0
6.460208,113,5,0.00719028304850147,0.014355940245603235,1.0
7.490431,120,6,0.00719028304850147,0.014355940245603235,1.0
8.465614,129,4,0.00719028304850147,0.014355940245603235,1.0
9.465223,132,2,0.00719028304850147,0.014355940245603235,1.0
10.466901,123,2,0.00719028304850147,0.014355940245603235,1.0
11.467663,117,2,0.00719028304850147,0.014355940245603235,1.0
12.455345,115,1,0.00719028304850147,0.014355940245603235,1.0
13.449594,123,1,0.00719028304850147,0.014355940245603235,1.0
14.44529,117,2,0.00719028304850147,0.014355940245603235,1.0
15.434065,122,2,0.00719028304850147,0.014355940245603235,1.0
16.428171,125,1,0.00719028304850147,0.014355940245603235,1.0
17.425309,124,1,0.00719028304850147,0.014355940245603235,1.0
18.421369,125,1,0.00719028304850147,0.014355940245603235,1.0
19.420545,137,1,0.00719028304850147,0.014355940245603235,1.0
20.434388,130,3,0.00719028304850147,0.014355940245603235,1.0
21.438553,141,1,0.00719028304850147,0.014355940245603235,1.0
22.442467,146,2,0.00719028304850147,0.014355940245603235,1.0
23.453854,151,2,0.00719028304850147,0.014355940245603235,1.0
24.444142,150,4,0.00719028304850147,0.014355940245603235,1.0
25.449956,150,4,0.00719028304850147,0.014355940245603235,1.0
26.452776,161,3,0.00719028304850147,0.014355940245603235,1.0
27.463065,174,2,0.00719028304850147,0.014355940245603235,1.0
28.471264,179,3,0.00719028304850147,0.014355940245603235,1.0
29.484348,184,4,0.00719028304850147,0.014355940245603235,1.0
30.501964,187,4,0.00719028304850147,0.014355940245603235,1.0
31.563193,181,6,0.00719028304850147,0.014355940245603235,1.0
32.536403,185,9,0.007190283048501471,0.014355940245603235,1.0
33.534899,180,10,0.007190283048501471,0.014355940245603235,1.0
34.531491,185,16,0.0071902830485014715,0.014355940245603238,1.0
35.543023,188,19,0.007190283048501471,0.014355940245603237,1.0
36.566185,204,21,0.007190283048501471,0.014355940245603235,1.0
37.561578,200,22,0.0071902830485014715,0.014355940245603233,1.0
38.557869,200,22,0.0071902830485014715,0.014355940245603233,1.0
39.577435,209,25,0.0071902830485014715,0.014355940245603232,1.0
40.606227,211,21,0.007190283048501471,0.014355940245603235,1.0
41.651553,230,26,0.0071902830485014715,0.014355940245603232,1.0
42.678485,221,35,0.0071902830485014715,0.014355940245603226,1.0
43.699646,209,34,0.0071902830485014715,0.014355940245603228,1.0
44.707862,199,46,0.0071902830485014654,0.014355940245603238,1.0
45.708213,203,53,0.007190283048501463,0.014355940245603242,1.0
46.803048,191,59,0.00719028304850146,0.014355940245603245,1.0
